strategy_key,prob_mode,edge_threshold,match_id,date,surface,year,odds_source,prob,market_prob,edge,p1_decimal_odds,full_kelly,kelly_fraction_applied,bet_size,bankroll_before,bankroll_after,pnl,correct
raw_t0.01,raw,0.01,2022-8998_14.0,2022-01-06,hard,2022,pinnacle,0.7096035480499268,0.5714285714285714,0.13817497662135536,1.75,0.3224082787831624,0.05,438.1331211937766,8762.662423875532,9091.262264770865,328.5998408953325,1
raw_t0.01,raw,0.01,2022-9665_24.0,2022-01-07,hard,2022,pinnacle,0.8926877379417419,0.8130081300813008,0.07967960786044115,1.23,0.42611268551453296,0.05,454.5631132385433,9091.262264770865,9195.81178081573,104.54951604486494,1
raw_t0.01,raw,0.01,2022-8998_23.0,2022-01-07,hard,2022,pinnacle,0.5720574855804443,0.4291845493562232,0.14287293622422115,2.33,0.25029619654318447,0.05,459.7905890407865,9195.81178081573,8736.021191774944,-459.7905890407865,0
raw_t0.01,raw,0.01,2022-8998_21.0,2022-01-07,hard,2022,pinnacle,0.2799054384231567,0.2325581395348837,0.04734729888827299,4.3,0.06169496521805264,0.03084748260902632,269.484261785363,8736.021191774944,8466.536929989581,-269.484261785363,0
raw_t0.01,raw,0.01,2022-451_22.0,2022-01-08,hard,2022,pinnacle,0.5064650774002075,0.4629629629629629,0.04350211443724461,2.16,0.0810039372279727,0.04050196861398635,342.9114130075943,8466.536929989581,8864.31416907839,397.77723908880944,1
raw_t0.01,raw,0.01,2022-421_26.0,2022-01-08,hard,2022,pinnacle,0.672873854637146,0.4629629629629629,0.2099108916741831,2.16,0.3908685569105478,0.05,443.21570845391955,8864.31416907839,8421.098460624471,-443.21570845391955,0
raw_t0.01,raw,0.01,2022-8998_25.0,2022-01-08,hard,2022,pinnacle,0.5242584943771362,0.4629629629629629,0.06129553141417332,2.16,0.11413650677121925,0.05,421.05492303122355,8421.098460624471,8909.52217134069,488.4237107162194,1
raw_t0.01,raw,0.01,2022-8998_26.0,2022-01-08,hard,2022,pinnacle,0.8646969199180603,0.7092198581560284,0.1554770617620319,1.41,0.5346894075230855,0.05,445.47610856703454,8909.52217134069,9092.167375853174,182.64520451248413,1
raw_t0.01,raw,0.01,2022-9410_20.0,2022-01-08,hard,2022,pinnacle,0.488202840089798,0.4629629629629629,0.025239877126835064,2.16,0.04699839189134802,0.02349919594567401,213.6586227360384,9092.167375853174,9340.011378226978,247.84400237380459,1
raw_t0.01,raw,0.01,2022-9665_27.0,2022-01-09,hard,2022,pinnacle,0.2280531078577041,0.1626016260162601,0.065451481841444,6.15,0.07816050744172434,0.03908025372086217,365.01001441684986,9340.011378226978,8975.001363810128,-365.01001441684986,0
raw_t0.01,raw,0.01,2022-9667_24.0,2022-01-10,hard,2022,pinnacle,0.5420412421226501,0.425531914893617,0.11650932722903312,2.35,0.2028125325838725,0.05,448.75006819050645,8975.001363810128,9580.813955867312,605.8125920571838,1
raw_t0.01,raw,0.01,2022-540_95.0,2022-01-10,grass,2022,pinnacle,0.4909181892871856,0.364963503649635,0.12595468563755063,2.74,0.19834243600395904,0.05,479.0406977933656,9580.813955867312,9101.773258073947,-479.0406977933656,0
raw_t0.01,raw,0.01,2022-9663_24.0,2022-01-10,hard,2022,pinnacle,0.5448271036148071,0.4291845493562232,0.11564255425858394,2.33,0.2025918431748125,0.05,455.08866290369735,9101.773258073947,9707.041179735865,605.2679216619175,1
raw_t0.01,raw,0.01,2022-9667_25.0,2022-01-10,hard,2022,pinnacle,0.5574188828468323,0.495049504950495,0.062369377896337286,2.02,0.1235158268143149,0.05,485.3520589867933,9707.041179735865,10202.100279902394,495.05910016652916,1
