date,year,surface,winner_name,loser_name,winner_odds,loser_odds,odds_source
2022-08-01,2022,hard,gojo b.,duckworth j.,2.54,1.57,pinnacle
2022-08-01,2022,hard,wolf j.j.,daniel t.,2.94,1.45,pinnacle
2022-08-01,2022,hard,ymer m.,murray a.,3.5,1.34,pinnacle
2022-08-01,2022,hard,popyrin a.,wu t.l.,1.54,2.63,pinnacle
2022-08-01,2022,hard,draper j.,kozlov s.,1.25,4.38,pinnacle
2022-08-01,2022,hard,mannarino a.,klahn b.,1.14,6.45,pinnacle
2022-08-02,2022,hard,paire b.,gojowczyk p.,2.39,1.64,pinnacle
2022-08-02,2022,hard,eubanks c.,bonzi b.,2.5,1.59,pinnacle
2022-08-02,2022,hard,ruusuvuori e.,mcdonald m.,1.64,2.39,pinnacle
2022-08-02,2022,hard,nishioka y.,brooksby j.,3.39,1.36,pinnacle
2022-08-02,2022,hard,korda s.,ivashka i.,1.95,1.93,pinnacle
2022-08-02,2022,hard,sock j.,goffin d.,2.44,1.61,pinnacle
2022-08-03,2022,hard,kyrgios n.,giron m.,1.28,4.03,pinnacle
2022-08-02,2022,hard,evans d.,edmund k.,1.43,3.08,pinnacle
2022-08-02,2022,hard,rublev a.,draper j.,1.37,3.42,pinnacle
2022-08-03,2022,hard,van de zandschulp b.,gojo b.,1.28,4.11,pinnacle
2022-08-03,2022,hard,khachanov k.,koepfer d.,1.35,3.55,pinnacle
2022-08-03,2022,hard,rune h.,paire b.,1.44,3.02,pinnacle
2022-08-03,2022,hard,ruusuvuori e.,hurkacz h.,2.8,1.5,pinnacle
2022-08-03,2022,hard,ymer m.,karatsev a.,2.12,1.81,pinnacle
2022-08-03,2022,hard,nishioka y.,de minaur a.,3.15,1.41,pinnacle
2022-08-03,2022,hard,korda s.,baez s.,1.34,3.57,pinnacle
2022-08-03,2022,hard,fritz t.,popyrin a.,1.18,5.68,pinnacle
2022-08-03,2022,hard,wolf j.j.,shapovalov d.,2.88,1.48,pinnacle
2022-08-03,2022,hard,dimitrov g.,mannarino a.,1.61,2.48,pinnacle
2022-08-03,2022,hard,cressy m.,sock j.,1.63,2.44,pinnacle
2022-08-04,2022,hard,tiafoe f.,eubanks c.,1.38,3.33,pinnacle
2022-08-04,2022,hard,opelka r.,kudla d.,1.46,2.94,pinnacle
2022-08-04,2022,hard,kyrgios n.,paul t.,1.41,3.15,pinnacle
2022-08-04,2022,hard,nishioka y.,khachanov k.,2.93,1.47,pinnacle
2022-08-04,2022,hard,ymer m.,ruusuvuori e.,3.17,1.41,pinnacle
2022-08-04,2022,hard,evans d.,fritz t.,3.81,1.31,pinnacle
2022-08-05,2022,hard,wolf j.j.,rune h.,1.87,2.04,pinnacle
2022-08-05,2022,hard,rublev a.,cressy m.,1.44,3.04,pinnacle
2022-08-05,2022,hard,tiafoe f.,van de zandschulp b.,1.66,2.37,pinnacle
2022-08-05,2022,hard,korda s.,dimitrov g.,1.62,2.46,pinnacle
2022-08-05,2022,hard,kyrgios n.,opelka r.,1.37,3.41,pinnacle
2022-08-05,2022,hard,nishioka y.,evans d.,2.14,1.79,pinnacle
2022-08-06,2022,hard,rublev a.,wolf j.j.,1.19,5.39,pinnacle
2022-08-06,2022,hard,ymer m.,korda s.,3.34,1.37,pinnacle
2022-08-06,2022,hard,kyrgios n.,tiafoe f.,1.37,3.35,pinnacle
2022-08-07,2022,hard,kyrgios n.,ymer m.,1.2,5.17,pinnacle
2022-08-07,2022,hard,nishioka y.,rublev a.,5.73,1.18,pinnacle
2022-08-07,2022,hard,kyrgios n.,nishioka y.,1.23,4.8,pinnacle
2022-08-08,2022,hard,khachanov k.,cerundolo f.,1.47,2.9,pinnacle
2022-08-08,2022,hard,molcan a.,mcdonald m.,2.14,1.79,pinnacle
2022-08-08,2022,hard,ruusuvuori e.,wawrinka s.,1.31,3.84,pinnacle
2022-08-08,2022,hard,brooksby j.,bublik a.,1.59,2.53,pinnacle
2022-08-09,2022,hard,carreno busta p.,berrettini m.,3.38,1.37,pinnacle
2022-08-09,2022,hard,paul t.,pospisil v.,1.27,4.28,pinnacle
2022-08-09,2022,hard,cressy m.,karatsev a.,1.65,2.4,pinnacle
2022-08-09,2022,hard,cilic m.,coric b.,1.49,2.83,pinnacle
2022-08-09,2022,hard,monfils g.,martinez p.,1.67,2.35,pinnacle
2022-08-09,2022,hard,dimitrov g.,galarneau a.,1.16,6.2,pinnacle
2022-08-09,2022,hard,mannarino a.,rinderknech a.,1.75,2.21,pinnacle
2022-08-09,2022,hard,evans d.,krajinovic f.,1.68,2.32,pinnacle
2022-08-09,2022,hard,draper j.,gaston h.,1.34,3.63,pinnacle
2022-08-09,2022,hard,de minaur a.,shapovalov d.,1.65,2.4,pinnacle
2022-08-09,2022,hard,kyrgios n.,baez s.,1.2,5.18,pinnacle
2022-08-09,2022,hard,rune h.,fognini f.,1.68,2.32,pinnacle
2022-08-09,2022,hard,tiafoe f.,bonzi b.,1.43,3.06,pinnacle
2022-08-09,2022,hard,bautista agut r.,giron m.,1.37,3.41,pinnacle
2022-08-09,2022,hard,norrie c.,nakashima b.,1.58,2.55,pinnacle
2022-08-09,2022,hard,nishioka y.,paire b.,1.57,2.57,pinnacle
2022-08-10,2022,hard,fritz t.,murray a.,1.43,3.06,pinnacle
2022-08-10,2022,hard,van de zandschulp b.,kecmanovic m.,2.29,1.7,pinnacle
2022-08-10,2022,hard,schwartzman d.,davidovich fokina a.,1.78,2.16,pinnacle
2022-08-10,2022,hard,ramos-vinolas a.,goffin d.,3.18,1.41,pinnacle
2022-08-10,2022,hard,hurkacz h.,ruusuvuori e.,1.63,2.44,pinnacle
2022-08-10,2022,hard,paul t.,alcaraz c.,4.49,1.25,pinnacle
2022-08-10,2022,hard,ruud c.,molcan a.,1.36,3.47,pinnacle
2022-08-10,2022,hard,bautista agut r.,brooksby j.,1.85,2.07,pinnacle
2022-08-10,2022,hard,carreno busta p.,rune h.,1.47,2.86,pinnacle
2022-08-10,2022,hard,sinner j.,mannarino a.,1.15,6.55,pinnacle
2022-08-10,2022,hard,kyrgios n.,medvedev d.,2.92,1.47,pinnacle
2022-08-10,2022,hard,cilic m.,khachanov k.,2.16,1.83,pinnacle
2022-08-10,2022,hard,de minaur a.,dimitrov g.,1.55,2.64,pinnacle
2022-08-10,2022,hard,monfils g.,cressy m.,2.15,1.79,pinnacle
2022-08-10,2022,hard,fritz t.,tiafoe f.,1.51,2.75,pinnacle
2022-08-10,2022,hard,ramos-vinolas a.,schwartzman d.,3.02,1.44,pinnacle
2022-08-10,2022,hard,norrie c.,van de zandschulp b.,1.46,2.93,pinnacle
2022-08-11,2022,hard,evans d.,rublev a.,3.4,1.37,pinnacle
2022-08-11,2022,hard,auger-aliassime f.,nishioka y.,1.37,3.42,pinnacle
2022-08-11,2022,hard,draper j.,tsitsipas s.,4.03,1.29,pinnacle
2022-08-11,2022,hard,ruud c.,bautista agut r.,1.78,2.16,pinnacle
2022-08-11,2022,hard,hurkacz h.,ramos-vinolas a.,1.18,5.69,pinnacle
2022-08-11,2022,hard,auger-aliassime f.,norrie c.,1.83,2.1,pinnacle
2022-08-11,2022,hard,evans d.,fritz t.,2.87,1.48,pinnacle
2022-08-11,2022,hard,kyrgios n.,de minaur a.,1.43,3.06,pinnacle
2022-08-12,2022,hard,draper j.,monfils g.,2.25,1.72,pinnacle
2022-08-12,2022,hard,paul t.,cilic m.,2.26,1.72,pinnacle
2022-08-12,2022,hard,carreno busta p.,sinner j.,2.59,1.56,pinnacle
2022-08-12,2022,hard,hurkacz h.,kyrgios n.,3.23,1.39,pinnacle
2022-08-12,2022,hard,ruud c.,auger-aliassime f.,2.51,1.6,pinnacle
2022-08-12,2022,hard,evans d.,paul t.,2.32,1.68,pinnacle
2022-08-13,2022,hard,carreno busta p.,draper j.,1.41,3.18,pinnacle
2022-08-13,2022,hard,hurkacz h.,ruud c.,2.03,1.88,pinnacle
2022-08-14,2022,hard,carreno busta p.,evans d.,1.51,2.77,pinnacle
2022-08-14,2022,hard,carreno busta p.,hurkacz h.,2.27,1.71,pinnacle
2022-08-14,2022,hard,van de zandschulp b.,cressy m.,1.99,1.92,pinnacle
2022-08-15,2022,hard,mcdonald m.,basilashvili n.,1.42,3.13,pinnacle
2022-08-15,2022,hard,schwartzman d.,molcan a.,1.67,2.34,pinnacle
2022-08-15,2022,hard,karatsev a.,nakashima b.,2.99,1.45,pinnacle
2022-08-15,2022,hard,bautista agut r.,cerundolo f.,1.38,3.36,pinnacle
2022-08-15,2022,hard,ruusuvuori e.,wolf j.j.,1.6,2.51,pinnacle
2022-08-15,2022,hard,isner j.,bonzi b.,1.67,2.35,pinnacle
2022-08-15,2022,hard,norrie c.,rune h.,1.27,4.2,pinnacle
2022-08-15,2022,hard,murray a.,wawrinka s.,1.52,2.72,pinnacle
2022-08-15,2022,hard,cilic m.,munar j.,1.42,3.13,pinnacle
2022-08-15,2022,hard,giron m.,goffin d.,2.13,1.81,pinnacle
2022-08-16,2022,hard,korda s.,khachanov k.,1.76,2.19,pinnacle
2022-08-16,2022,hard,tiafoe f.,berrettini m.,2.46,1.62,pinnacle
2022-08-16,2022,hard,shapovalov d.,dimitrov g.,2.2,1.76,pinnacle
2022-08-16,2022,hard,coric b.,musetti l.,2.5,1.6,pinnacle
2022-08-16,2022,hard,sinner j.,kokkinakis t.,1.23,4.8,pinnacle
2022-08-16,2022,hard,paul t.,brooksby j.,1.74,2.23,pinnacle
2022-08-16,2022,hard,de minaur a.,laaksonen h.,1.11,7.94,pinnacle
2022-08-16,2022,hard,fognini f.,ramos-vinolas a.,1.98,1.93,pinnacle
2022-08-16,2022,hard,kecmanovic m.,carreno busta p.,2.23,1.74,pinnacle
2022-08-16,2022,hard,kyrgios n.,davidovich fokina a.,1.25,4.4,pinnacle
2022-08-16,2022,hard,fritz t.,baez s.,1.17,5.86,pinnacle
2022-08-16,2022,hard,shelton b.,sonego l.,2.34,1.67,pinnacle
2022-08-17,2022,hard,krajinovic f.,evans d.,2.67,1.54,pinnacle
2022-08-17,2022,hard,alcaraz c.,mcdonald m.,1.13,7.38,pinnacle
2022-08-17,2022,hard,cilic m.,ruusuvuori e.,1.61,2.49,pinnacle
2022-08-17,2022,hard,medvedev d.,van de zandschulp b.,1.14,6.79,pinnacle
2022-08-17,2022,hard,schwartzman d.,karatsev a.,1.92,1.99,pinnacle
2022-08-17,2022,hard,auger-aliassime f.,de minaur a.,1.75,2.2,pinnacle
2022-08-17,2022,hard,norrie c.,murray a.,1.35,3.57,pinnacle
2022-08-17,2022,hard,rublev a.,fognini f.,1.19,5.38,pinnacle
2022-08-17,2022,hard,isner j.,hurkacz h.,2.75,1.51,pinnacle
2022-08-17,2022,hard,shapovalov d.,paul t.,2.67,1.54,pinnacle
2022-08-17,2022,hard,sinner j.,kecmanovic m.,1.39,3.28,pinnacle
2022-08-17,2022,hard,shelton b.,ruud c.,4.89,1.22,pinnacle
2022-08-17,2022,hard,fritz t.,kyrgios n.,2.12,1.81,pinnacle
2022-08-17,2022,hard,tsitsipas s.,krajinovic f.,1.31,3.82,pinnacle
2022-08-17,2022,hard,bautista agut r.,giron m.,1.37,3.38,pinnacle
2022-08-18,2022,hard,coric b.,nadal r.,5.19,1.2,pinnacle
2022-08-18,2022,hard,korda s.,tiafoe f.,2.22,1.74,pinnacle
2022-08-18,2022,hard,fritz t.,rublev a.,1.51,2.76,pinnacle
2022-08-18,2022,hard,medvedev d.,shapovalov d.,1.24,4.58,pinnacle
2022-08-18,2022,hard,tsitsipas s.,schwartzman d.,1.28,4.11,pinnacle
2022-08-18,2022,hard,coric b.,bautista agut r.,2.74,1.52,pinnacle
2022-08-18,2022,hard,isner j.,korda s.,2.75,1.51,pinnacle
2022-08-19,2022,hard,auger-aliassime f.,sinner j.,1.9,2.01,pinnacle
2022-08-19,2022,hard,alcaraz c.,cilic m.,1.28,4.13,pinnacle
2022-08-19,2022,hard,norrie c.,shelton b.,1.37,3.37,pinnacle
2022-08-19,2022,hard,medvedev d.,fritz t.,1.45,2.97,pinnacle
2022-08-19,2022,hard,tsitsipas s.,isner j.,1.32,3.77,pinnacle
2022-08-20,2022,hard,coric b.,auger-aliassime f.,2.57,1.57,pinnacle
2022-08-20,2022,hard,norrie c.,alcaraz c.,3.69,1.33,pinnacle
2022-08-21,2022,hard,coric b.,norrie c.,2.35,1.67,pinnacle
2022-08-21,2022,hard,tsitsipas s.,medvedev d.,3.49,1.36,pinnacle
2022-08-21,2022,hard,coric b.,tsitsipas s.,2.39,1.65,pinnacle
2022-08-21,2022,hard,gasquet r.,majchrzak k.,1.42,3.09,pinnacle
2022-08-21,2022,hard,kwon s.w.,altmaier d.,1.59,2.5,pinnacle
2022-08-21,2022,hard,monteiro t.,kudla d.,2.04,1.85,pinnacle
2022-08-22,2022,hard,djere l.,goffin d.,3.5,1.35,pinnacle
2022-08-22,2022,hard,millman j.,gaston h.,1.56,2.57,pinnacle
2022-08-22,2022,hard,griekspoor t.,daniel t.,2.45,1.53,max
2022-08-22,2022,hard,gojowczyk p.,lehecka j.,2.85,1.47,pinnacle
2022-08-22,2022,hard,duckworth j.,kokkinakis t.,3.14,1.41,pinnacle
2022-08-22,2022,hard,tabilo a.,mochizuki s.,1.39,3.24,pinnacle
2022-08-22,2022,hard,mannarino a.,o connell c.,1.88,2.01,pinnacle
2022-08-22,2022,hard,tseng c.h.,fucsovics m.,2.21,1.75,pinnacle
2022-08-22,2022,hard,johnson s.,nava e.,1.56,2.57,pinnacle
2022-08-22,2022,hard,ymer m.,coria f.,1.17,5.81,pinnacle
2022-08-23,2022,hard,thiem d.,wolf j.j.,1.84,2.06,pinnacle
2022-08-23,2022,hard,edmund k.,pervolarakis m.,1.2,4.5,bet365
2022-08-23,2022,hard,fognini f.,lajovic d.,1.58,2.52,pinnacle
2022-08-23,2022,hard,monteiro t.,basilashvili n.,1.57,2.58,pinnacle
2022-08-23,2022,hard,gasquet r.,musetti l.,2.3,1.7,pinnacle
2022-08-23,2022,hard,ivashka i.,gojowczyk p.,1.22,5.31,pinnacle
2022-08-23,2022,hard,djere l.,sousa j.,1.66,2.37,pinnacle
2022-08-23,2022,hard,kubler j.,kwon s.w.,1.81,2.11,pinnacle
2022-08-23,2022,hard,ramos-vinolas a.,millman j.,2.41,1.64,pinnacle
2022-08-23,2022,hard,cressy m.,duckworth j.,1.5,2.81,pinnacle
2022-08-23,2022,hard,mannarino a.,ruusuvuori e.,3.11,1.42,pinnacle
2022-08-23,2022,hard,johnson s.,martinez p.,1.57,2.57,pinnacle
2022-08-23,2022,hard,bonzi b.,edmund k.,1.36,3.45,pinnacle
2022-08-24,2022,hard,thiem d.,dimitrov g.,2.44,1.63,pinnacle
2022-08-24,2022,hard,draper j.,fognini f.,1.56,2.62,pinnacle
2022-08-24,2022,hard,huesler m.a.,ymer m.,3.15,1.41,pinnacle
2022-08-24,2022,hard,van de zandschulp b.,griekspoor t.,1.55,2.63,pinnacle
2022-08-24,2022,hard,munar j.,tseng c.h.,1.52,2.74,pinnacle
2022-08-24,2022,hard,sonego l.,tabilo a.,1.35,3.55,pinnacle
2022-08-24,2022,hard,gasquet r.,johnson s.,1.98,1.93,pinnacle
2022-08-24,2022,hard,mannarino a.,ramos-vinolas a.,1.83,2.09,pinnacle
2022-08-24,2022,hard,djere l.,kubler j.,2.75,1.51,pinnacle
2022-08-24,2022,hard,cressy m.,sonego l.,1.64,2.41,pinnacle
2022-08-24,2022,hard,van de zandschulp b.,munar j.,1.56,2.61,pinnacle
2022-08-25,2022,hard,bonzi b.,monteiro t.,1.56,2.62,pinnacle
2022-08-25,2022,hard,draper j.,thiem d.,1.52,2.74,pinnacle
2022-08-25,2022,hard,huesler m.a.,ivashka i.,3.49,1.35,pinnacle
2022-08-25,2022,hard,mannarino a.,cressy m.,2.55,1.58,pinnacle
2022-08-25,2022,hard,van de zandschulp b.,bonzi b.,1.52,2.73,pinnacle
2022-08-26,2022,hard,djere l.,gasquet r.,2.11,1.82,pinnacle
2022-08-26,2022,hard,huesler m.a.,draper j.,3.23,1.4,pinnacle
2022-08-27,2022,hard,mannarino a.,van de zandschulp b.,2.69,1.53,pinnacle
2022-08-27,2022,hard,djere l.,huesler m.a.,2.21,1.75,pinnacle
2022-08-27,2022,hard,mannarino a.,djere l.,1.5,2.8,pinnacle
2022-08-29,2022,hard,korda s.,bagnis f.,1.11,8.0,pinnacle
2022-08-29,2022,hard,van rijthoven t.,zhang zh.,2.91,1.47,pinnacle
2022-08-29,2022,hard,wolf j.j.,bautista agut r.,4.58,1.24,pinnacle
2022-08-29,2022,hard,paul t.,zapata miralles b.,1.12,7.41,pinnacle
2022-08-29,2022,hard,nava e.,millman j.,3.31,1.38,pinnacle
2022-08-29,2022,hard,davidovich fokina a.,nishioka y.,1.72,2.26,pinnacle
2022-08-29,2022,hard,rinderknech a.,halys q.,1.52,2.74,pinnacle
2022-08-29,2022,hard,tabilo a.,majchrzak k.,1.68,2.33,pinnacle
2022-08-29,2022,hard,murray a.,cerundolo f.,1.73,2.24,pinnacle
2022-08-29,2022,hard,medvedev d.,kozlov s.,1.005,35.59,pinnacle
2022-08-29,2022,hard,fucsovics m.,cressy m.,3.89,1.31,pinnacle
2022-08-29,2022,hard,berrettini m.,jarry n.,1.15,6.32,pinnacle
2022-08-29,2022,hard,ruud c.,edmund k.,1.06,12.06,pinnacle
2022-08-29,2022,hard,wu y.,basilashvili n.,1.29,4.02,pinnacle
2022-08-29,2022,hard,grenier h.,etcheverry t.,1.44,2.75,bet365
2022-08-29,2022,hard,moutet c.,wawrinka s.,1.88,2.02,pinnacle
2022-08-29,2022,hard,borges n.,shelton b.,3.15,1.41,pinnacle
2022-08-29,2022,hard,khachanov k.,kudla d.,1.16,6.2,pinnacle
2022-08-29,2022,hard,carreno busta p.,thiem d.,1.25,4.43,pinnacle
2022-08-29,2022,hard,de minaur a.,krajinovic f.,1.29,3.99,pinnacle
2022-08-29,2022,hard,auger-aliassime f.,ritschard a.,1.04,15.07,pinnacle
2022-08-29,2022,hard,garin c.,lehecka j.,2.11,1.81,pinnacle
2022-08-29,2022,hard,monteiro t.,molcan a.,2.5,1.6,pinnacle
2022-08-29,2022,hard,van de zandschulp b.,machac t.,1.51,2.77,pinnacle
2022-08-29,2022,hard,bublik a.,gaston h.,1.38,3.32,pinnacle
2022-08-29,2022,hard,thompson j.,sonego l.,2.73,1.52,pinnacle
2022-08-29,2022,hard,draper j.,ruusuvuori e.,2.21,1.75,pinnacle
2022-08-29,2022,hard,holt b.,fritz t.,15.34,1.04,pinnacle
2022-08-30,2022,hard,cachin p.,bedene a.,1.71,2.27,pinnacle
2022-08-30,2022,hard,galan d.e.,tsitsipas s.,13.41,1.05,pinnacle
2022-08-30,2022,hard,bonzi b.,humbert u.,1.73,2.24,pinnacle
2022-08-30,2022,hard,kyrgios n.,kokkinakis t.,1.22,4.87,pinnacle
2022-08-30,2022,hard,gasquet r.,daniel t.,1.73,2.24,pinnacle
2022-08-30,2022,hard,nakashima b.,kotov p.,1.32,3.78,pinnacle
2022-08-30,2022,hard,dimitrov g.,johnson s.,1.49,2.83,pinnacle
2022-08-30,2022,hard,norrie c.,paire b.,1.06,12.51,pinnacle
2022-08-30,2022,hard,sousa j.,mcdonald m.,3.1,1.43,pinnacle
2022-08-30,2022,hard,alcaraz c.,baez s.,1.02,23.16,pinnacle
2022-08-30,2022,hard,isner j.,delbonis f.,1.12,7.64,pinnacle
2022-08-30,2022,hard,evans d.,vesely j.,1.36,3.45,pinnacle
2022-08-30,2022,hard,duckworth j.,o connell c.,2.54,1.58,pinnacle
2022-08-30,2022,hard,kwon s.w.,verdasco f.,1.38,3.32,pinnacle
2022-08-30,2022,hard,rune h.,gojowczyk p.,1.31,3.83,pinnacle
2022-08-30,2022,hard,rublev a.,djere l.,1.16,6.27,pinnacle
2022-08-30,2022,hard,kecmanovic m.,tien l.,1.01,30.12,pinnacle
2022-08-30,2022,hard,coria f.,griekspoor t.,8.17,1.11,pinnacle
2022-08-30,2022,hard,cilic m.,marterer m.,1.11,7.98,pinnacle
2022-08-30,2022,hard,eubanks c.,martinez p.,1.88,2.02,pinnacle
2022-08-30,2022,hard,coric b.,couacaud e.,1.14,6.67,pinnacle
2022-08-30,2022,hard,sinner j.,altmaier d.,1.03,17.68,pinnacle
2022-08-30,2022,hard,musetti l.,goffin d.,2.05,1.86,pinnacle
2022-08-30,2022,hard,ramos-vinolas a.,gombos n.,1.7,2.28,pinnacle
2022-08-30,2022,hard,brooksby j.,lajovic d.,1.16,6.1,pinnacle
2022-08-30,2022,hard,brouwer g.,mannarino a.,4.06,1.28,pinnacle
2022-08-30,2022,hard,ivashka i.,querrey s.,1.12,7.76,pinnacle
2022-08-30,2022,hard,hurkacz h.,otte o.,1.18,5.63,pinnacle
2022-08-30,2022,hard,fognini f.,karatsev a.,2.22,1.74,pinnacle
2022-08-30,2022,hard,popyrin a.,tseng c.h.,2.09,1.83,pinnacle
2022-08-30,2022,hard,tiafoe f.,giron m.,1.38,3.33,pinnacle
2022-08-30,2022,hard,shapovalov d.,huesler m.a.,1.29,4.05,pinnacle
2022-08-31,2022,hard,nadal r.,hijikata r.,1.01,29.41,pinnacle
2022-08-31,2022,hard,schwartzman d.,sock j.,1.47,2.91,pinnacle
2022-08-31,2022,hard,carballes baena r.,munar j.,4.47,1.25,pinnacle
2022-08-31,2022,hard,kubler j.,ymer m.,2.25,1.72,pinnacle
2022-08-31,2022,hard,carreno busta p.,bublik a.,1.29,3.94,pinnacle
2022-08-31,2022,hard,moutet c.,van de zandschulp b.,2.66,1.54,pinnacle
2022-08-31,2022,hard,cachin p.,holt b.,2.59,1.58,pinnacle
2022-08-31,2022,hard,de minaur a.,garin c.,1.15,6.31,pinnacle
2022-08-31,2022,hard,murray a.,nava e.,1.2,5.27,pinnacle
2022-08-31,2022,hard,berrettini m.,grenier h.,1.12,7.58,pinnacle
2022-08-31,2022,hard,wolf j.j.,tabilo a.,1.38,3.35,pinnacle
2022-08-31,2022,hard,galan d.e.,thompson j.,1.76,2.18,pinnacle
2022-08-31,2022,hard,ruud c.,van rijthoven t.,1.15,6.61,pinnacle
2022-08-31,2022,hard,davidovich fokina a.,fucsovics m.,1.41,3.18,pinnacle
2022-08-31,2022,hard,paul t.,korda s.,2.16,1.78,pinnacle
2022-08-31,2022,hard,kyrgios n.,bonzi b.,1.15,6.38,pinnacle
2022-08-31,2022,hard,wu y.,borges n.,1.29,4.05,pinnacle
2022-09-01,2022,hard,khachanov k.,monteiro t.,1.24,4.65,pinnacle
2022-09-01,2022,hard,draper j.,auger-aliassime f.,2.86,1.48,pinnacle
2022-09-01,2022,hard,medvedev d.,rinderknech a.,1.04,16.54,pinnacle
2022-09-01,2022,hard,cilic m.,ramos-vinolas a.,1.18,5.65,pinnacle
2022-09-01,2022,hard,evans d.,duckworth j.,1.24,4.54,pinnacle
2022-09-01,2022,hard,brooksby j.,coric b.,1.99,1.92,pinnacle
2022-09-01,2022,hard,sinner j.,eubanks c.,1.13,7.16,pinnacle
2022-09-01,2022,hard,alcaraz c.,coria f.,1.03,19.86,pinnacle
2022-09-01,2022,hard,norrie c.,sousa j.,1.08,10.01,pinnacle
2022-09-01,2022,hard,musetti l.,brouwer g.,1.52,2.73,pinnacle
2022-09-01,2022,hard,rublev a.,kwon s.w.,1.23,4.8,pinnacle
2022-09-01,2022,hard,nakashima b.,dimitrov g.,2.18,1.77,pinnacle
2022-09-01,2022,hard,schwartzman d.,popyrin a.,1.31,3.85,pinnacle
2022-09-01,2022,hard,gasquet r.,kecmanovic m.,3.37,1.37,pinnacle
2022-09-01,2022,hard,shapovalov d.,carballes baena r.,1.23,4.8,pinnacle
2022-09-02,2022,hard,ivashka i.,hurkacz h.,3.49,1.35,pinnacle
2022-09-02,2022,hard,tiafoe f.,kubler j.,1.39,3.29,pinnacle
2022-09-02,2022,hard,nadal r.,fognini f.,1.12,7.68,pinnacle
2022-09-02,2022,hard,davidovich fokina a.,galan d.e.,1.41,3.19,pinnacle
2022-09-02,2022,hard,berrettini m.,murray a.,1.51,2.77,pinnacle
2022-09-02,2022,hard,ruud c.,paul t.,1.55,2.64,pinnacle
2022-09-02,2022,hard,khachanov k.,draper j.,2.28,1.7,pinnacle
2022-09-02,2022,hard,moutet c.,cachin p.,1.35,3.55,pinnacle
2022-09-02,2022,hard,carreno busta p.,de minaur a.,1.63,2.45,pinnacle
2022-09-03,2022,hard,kyrgios n.,wolf j.j.,1.16,6.13,pinnacle
2022-09-03,2022,hard,medvedev d.,wu y.,1.04,15.5,pinnacle
2022-09-03,2022,hard,norrie c.,rune h.,1.25,4.45,pinnacle
2022-09-03,2022,hard,rublev a.,shapovalov d.,1.55,2.64,pinnacle
2022-09-03,2022,hard,alcaraz c.,brooksby j.,1.23,4.63,pinnacle
2022-09-03,2022,hard,tiafoe f.,schwartzman d.,1.48,2.87,pinnacle
2022-09-03,2022,hard,ivashka i.,musetti l.,1.51,2.77,pinnacle
2022-09-03,2022,hard,cilic m.,evans d.,1.63,2.43,pinnacle
2022-09-04,2022,hard,nadal r.,gasquet r.,1.04,16.23,pinnacle
2022-09-04,2022,hard,sinner j.,nakashima b.,1.33,3.7,pinnacle
2022-09-04,2022,hard,berrettini m.,davidovich fokina a.,1.31,3.82,pinnacle
2022-09-04,2022,hard,ruud c.,moutet c.,1.18,5.72,pinnacle
2022-09-04,2022,hard,khachanov k.,carreno busta p.,2.71,1.51,pinnacle
2022-09-05,2022,hard,kyrgios n.,medvedev d.,2.6,1.56,pinnacle
2022-09-05,2022,hard,rublev a.,norrie c.,2.27,1.71,pinnacle
2022-09-05,2022,hard,tiafoe f.,nadal r.,4.38,1.26,pinnacle
2022-09-06,2022,hard,sinner j.,ivashka i.,1.21,5.01,pinnacle
2022-09-06,2022,hard,alcaraz c.,cilic m.,1.2,5.22,pinnacle
2022-09-06,2022,hard,ruud c.,berrettini m.,2.02,1.88,pinnacle
2022-09-07,2022,hard,khachanov k.,kyrgios n.,4.18,1.27,pinnacle
2022-09-07,2022,hard,tiafoe f.,rublev a.,1.98,1.93,pinnacle
2022-09-08,2022,hard,alcaraz c.,sinner j.,1.56,2.65,pinnacle
2022-09-09,2022,hard,ruud c.,khachanov k.,1.48,2.86,pinnacle
2022-09-10,2022,hard,alcaraz c.,tiafoe f.,1.47,2.9,pinnacle
2022-09-11,2022,hard,alcaraz c.,ruud c.,1.48,2.86,pinnacle
2022-09-19,2022,hard,korda s.,gaston h.,1.27,4.13,pinnacle
2022-09-19,2022,hard,sonego l.,karatsev a.,2.11,1.8,pinnacle
2022-09-20,2022,hard,ruusuvuori e.,lehecka j.,1.36,3.4,pinnacle
2022-09-20,2022,hard,basilashvili n.,bergs z.,2.58,1.56,pinnacle
2022-09-20,2022,hard,rinderknech a.,munar j.,1.51,2.74,pinnacle
2022-09-20,2022,hard,simon g.,goffin d.,4.11,1.27,pinnacle
2022-09-21,2022,hard,ymer m.,mannarino a.,2.39,1.64,pinnacle
2022-09-21,2022,hard,wawrinka s.,sousa j.,1.6,2.48,pinnacle
2022-09-21,2022,hard,bublik a.,furness e.,1.15,6.18,pinnacle
2022-09-21,2022,hard,bonzi b.,humbert u.,2.09,1.81,pinnacle
2022-09-21,2022,hard,barrere g.,otte o.,1.9,1.99,pinnacle
2022-09-21,2022,hard,thiem d.,gasquet r.,2.09,1.82,pinnacle
2022-09-21,2022,hard,korda s.,musetti l.,1.5,2.82,pinnacle
2022-09-22,2022,hard,rinderknech a.,basilashvili n.,1.43,3.1,pinnacle
2022-09-22,2022,hard,bublik a.,ruusuvuori e.,2.15,1.79,pinnacle
2022-09-22,2022,hard,sonego l.,simon g.,1.43,3.09,pinnacle
